Beat,Ward,Community Area,Day_sin,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Day Time_Afternoon,Day Time_Early Morning,Day Time_Morning,Day Time_Night,Domestic_tag,IUCR_freq,Primary_Type_freq,Location_Description_freq,FBI_Code_freq,Crime_District_freq,Nearest_Police_Station_District_freq,Nearest_Police_Station_District_Name_freq,X Coordinate_standardized,Y Coordinate_standardized,Latitude_standardized,Longitude_standardized,Distance Crime To Police Station_standardized,Arrest_tag
624,8,44,-0.433883739117558,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0599656854432463,0.1117317878482578,0.2733992359026025,0.1117317878482578,0.0577761374178296,0.0944747578529461,0.0944747578529461,1.1179527517804306,-1.119207299738046,-1.1213292263571348,1.228325543638219,0.1623693890195158,0
411,8,45,-0.9749279121818236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0038554000538658,0.1797075282546459,0.1925355863898891,0.0320452074334906,0.0537960478408762,0.0944747578529461,0.0944747578529461,1.296890078392391,-1.1251553499986318,-1.1280472895943077,1.228325543638219,0.4298493084253582,0
1422,26,23,-0.7818314824680299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0599656854432463,0.1117317878482578,0.2733992359026025,0.1117317878482578,0.0383744476254127,0.0592973495994972,0.0592973495994972,-0.6982518611424103,0.6935875714363614,0.6949954259034751,-0.5528958433558775,0.1242513199509374,0
524,21,53,-0.433883739117558,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0748835399854362,0.2280521501461361,0.2733992359026025,0.2310895869285479,0.0398008957695338,0.0273269558798591,0.0273269558798591,0.194831059234897,-1.878501226354005,-1.8751935186423956,0.0090567906669132,-0.6878836906064465,0
1922,46,6,0.4338837391175582,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0169029117497431,0.0331075621701962,0.1925355863898891,0.0300701253877844,0.0526888048758591,0.0481151931690091,0.0481151931690091,0.0353850098409237,1.2259064311935808,1.223368130491775,0.3394206310278543,-0.3999820610413088,0
712,16,68,0.9749279121818236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0204790072718929,0.2280521501461361,0.1925355863898891,0.2310895869285479,0.0422248600983551,0.042204909774661,0.042204909774661,0.3968988572289614,-0.7350202023215874,-0.7349039214031584,0.1573243452940748,-0.48408384509561,0
924,12,61,0.7818314824680298,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0623098484772915,0.1797075282546459,0.0340153018982733,0.1492034833265169,0.0438707618031102,0.0131722012189647,0.0131722012189647,-0.063921813959578,-0.359375517513417,-0.3581939591716319,0.4385647261992624,1.0812774965635423,0
715,15,67,-2.4492935982947064e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0169029117497431,0.0331075621701962,0.1214376203253897,0.0300701253877844,0.0422248600983551,0.042204909774661,0.042204909774661,-0.1378159598682743,-0.6621882251946264,-0.660086426116376,0.1573243452940748,0.0679430655380983,0
813,13,56,0.4338837391175582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0623098484772915,0.1797075282546459,0.0005935221298965,0.1492034833265169,0.067287454238945,0.0663348262825564,0.0663348262825564,-1.2086025817171628,-0.6728187831071628,-0.666718853454187,-0.7745580100538958,0.8972255000826926,0
1911,47,4,0.9749279121818236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0748835399854362,0.2280521501461361,0.0013316841065746,0.2310895869285479,0.0526888048758591,0.0224391265748286,0.0224391265748286,-0.2786342696425262,1.3291430694930046,1.3276214905629633,-0.4634052792787477,0.2859239464369296,0
